 # Energia   DOS_Total   Transmitancia
   -4.1557500000E+00    2.8271917195E-04    0.0000000000E+00
   -4.1535000000E+00    2.8317466661E-04    0.0000000000E+00
   -4.1512500000E+00    2.8363135616E-04    0.0000000000E+00
   -4.1490000000E+00    2.8408924501E-04    0.0000000000E+00
   -4.1467500000E+00    2.8454833759E-04    0.0000000000E+00
   -4.1445000000E+00    2.8500863836E-04    0.0000000000E+00
   -4.1422500000E+00    2.8547015178E-04    0.0000000000E+00
   -4.1400000000E+00    2.8593288235E-04    0.0000000000E+00
   -4.1377500000E+00    2.8639683458E-04    0.0000000000E+00
   -4.1355000000E+00    2.8686201301E-04    0.0000000000E+00
   -4.1332500000E+00    2.8732842219E-04    0.0000000000E+00
   -4.1310000000E+00    2.8779606672E-04    0.0000000000E+00
   -4.1287500000E+00    2.8826495118E-04    0.0000000000E+00
   -4.1265000000E+00    2.8873508021E-04    0.0000000000E+00
   -4.1242500000E+00    2.8920645844E-04    0.0000000000E+00
   -4.1220000000E+00    2.8967909056E-04    0.0000000000E+00
   -4.1197500000E+00    2.9015298125E-04    0.0000000000E+00
   -4.1175000000E+00    2.9062813523E-04    0.0000000000E+00
   -4.1152500000E+00    2.9110455723E-04    0.0000000000E+00
   -4.1130000000E+00    2.9158225201E-04    0.0000000000E+00
   -4.1107500000E+00    2.9206122436E-04    0.0000000000E+00
   -4.1085000000E+00    2.9254147909E-04    0.0000000000E+00
   -4.1062500000E+00    2.9302302102E-04    0.0000000000E+00
   -4.1040000000E+00    2.9350585501E-04    0.0000000000E+00
   -4.1017500000E+00    2.9398998593E-04    0.0000000000E+00
   -4.0995000000E+00    2.9447541869E-04    0.0000000000E+00
   -4.0972500000E+00    2.9496215821E-04    0.0000000000E+00
   -4.0950000000E+00    2.9545020944E-04    0.0000000000E+00
   -4.0927500000E+00    2.9593957736E-04    0.0000000000E+00
   -4.0905000000E+00    2.9643026695E-04    0.0000000000E+00
   -4.0882500000E+00    2.9692228325E-04    0.0000000000E+00
   -4.0860000000E+00    2.9741563130E-04    0.0000000000E+00
   -4.0837500000E+00    2.9791031618E-04    0.0000000000E+00
   -4.0815000000E+00    2.9840634297E-04    0.0000000000E+00
   -4.0792500000E+00    2.9890371681E-04    0.0000000000E+00
   -4.0770000000E+00    2.9940244283E-04    0.0000000000E+00
   -4.0747500000E+00    2.9990252621E-04    0.0000000000E+00
   -4.0725000000E+00    3.0040397216E-04    0.0000000000E+00
   -4.0702500000E+00    3.0090678588E-04    0.0000000000E+00
   -4.0680000000E+00    3.0141097264E-04    0.0000000000E+00
   -4.0657500000E+00    3.0191653771E-04    0.0000000000E+00
   -4.0635000000E+00    3.0242348639E-04    0.0000000000E+00
   -4.0612500000E+00    3.0293182401E-04    0.0000000000E+00
   -4.0590000000E+00    3.0344155593E-04    0.0000000000E+00
   -4.0567500000E+00    3.0395268752E-04    0.0000000000E+00
   -4.0545000000E+00    3.0446522420E-04    0.0000000000E+00
   -4.0522500000E+00    3.0497917140E-04    0.0000000000E+00
   -4.0500000000E+00    3.0549453458E-04    0.0000000000E+00
   -4.0477500000E+00    3.0601131924E-04    0.0000000000E+00
   -4.0455000000E+00    3.0652953089E-04    0.0000000000E+00
   -4.0432500000E+00    3.0704917508E-04    0.0000000000E+00
   -4.0410000000E+00    3.0757025737E-04    0.0000000000E+00
   -4.0387500000E+00    3.0809278338E-04    0.0000000000E+00
   -4.0365000000E+00    3.0861675874E-04    0.0000000000E+00
   -4.0342500000E+00    3.0914218909E-04    0.0000000000E+00
   -4.0320000000E+00    3.0966908012E-04    0.0000000000E+00
   -4.0297500000E+00    3.1019743756E-04    0.0000000000E+00
   -4.0275000000E+00    3.1072726715E-04    0.0000000000E+00
   -4.0252500000E+00    3.1125857465E-04    0.0000000000E+00
   -4.0230000000E+00    3.1179136588E-04    0.0000000000E+00
   -4.0207500000E+00    3.1232564666E-04    0.0000000000E+00
   -4.0185000000E+00    3.1286142285E-04    0.0000000000E+00
   -4.0162500000E+00    3.1339870036E-04    0.0000000000E+00
   -4.0140000000E+00    3.1393748509E-04    0.0000000000E+00
   -4.0117500000E+00    3.1447778300E-04    0.0000000000E+00
   -4.0095000000E+00    3.1501960007E-04    0.0000000000E+00
   -4.0072500000E+00    3.1556294232E-04    0.0000000000E+00
   -4.0050000000E+00    3.1610781579E-04    0.0000000000E+00
   -4.0027500000E+00    3.1665422655E-04    0.0000000000E+00
   -4.0005000000E+00    3.1720218072E-04    0.0000000000E+00
   -3.9982500000E+00    3.1775168441E-04    0.0000000000E+00
   -3.9960000000E+00    3.1830274382E-04    0.0000000000E+00
   -3.9937500000E+00    3.1885536512E-04    0.0000000000E+00
   -3.9915000000E+00    3.1940955457E-04    0.0000000000E+00
   -3.9892500000E+00    3.1996531841E-04    0.0000000000E+00
   -3.9870000000E+00    3.2052266296E-04    0.0000000000E+00
   -3.9847500000E+00    3.2108159453E-04    0.0000000000E+00
   -3.9825000000E+00    3.2164211950E-04    0.0000000000E+00
   -3.9802500000E+00    3.2220424424E-04    0.0000000000E+00
   -3.9780000000E+00    3.2276797521E-04    0.0000000000E+00
   -3.9757500000E+00    3.2333331885E-04    0.0000000000E+00
   -3.9735000000E+00    3.2390028166E-04    0.0000000000E+00
   -3.9712500000E+00    3.2446887017E-04    0.0000000000E+00
   -3.9690000000E+00    3.2503909094E-04    0.0000000000E+00
   -3.9667500000E+00    3.2561095057E-04    0.0000000000E+00
   -3.9645000000E+00    3.2618445570E-04    0.0000000000E+00
   -3.9622500000E+00    3.2675961299E-04    0.0000000000E+00
   -3.9600000000E+00    3.2733642914E-04    0.0000000000E+00
   -3.9577500000E+00    3.2791491088E-04    0.0000000000E+00
   -3.9555000000E+00    3.2849506500E-04    0.0000000000E+00
   -3.9532500000E+00    3.2907689830E-04    0.0000000000E+00
   -3.9510000000E+00    3.2966041762E-04    0.0000000000E+00
   -3.9487500000E+00    3.3024562983E-04    0.0000000000E+00
   -3.9465000000E+00    3.3083254187E-04    0.0000000000E+00
   -3.9442500000E+00    3.3142116068E-04    0.0000000000E+00
   -3.9420000000E+00    3.3201149325E-04    0.0000000000E+00
   -3.9397500000E+00    3.3260354660E-04    0.0000000000E+00
   -3.9375000000E+00    3.3319732780E-04    0.0000000000E+00
   -3.9352500000E+00    3.3379284396E-04    0.0000000000E+00
   -3.9330000000E+00    3.3439010220E-04    0.0000000000E+00
   -3.9307500000E+00    3.3498910971E-04    0.0000000000E+00
   -3.9285000000E+00    3.3558987371E-04    0.0000000000E+00
   -3.9262500000E+00    3.3619240143E-04    0.0000000000E+00
   -3.9240000000E+00    3.3679670019E-04    0.0000000000E+00
   -3.9217500000E+00    3.3740277730E-04    0.0000000000E+00
   -3.9195000000E+00    3.3801064014E-04    0.0000000000E+00
   -3.9172500000E+00    3.3862029613E-04    0.0000000000E+00
   -3.9150000000E+00    3.3923175270E-04    0.0000000000E+00
   -3.9127500000E+00    3.3984501735E-04    0.0000000000E+00
   -3.9105000000E+00    3.4046009761E-04    0.0000000000E+00
   -3.9082500000E+00    3.4107700105E-04    0.0000000000E+00
   -3.9060000000E+00    3.4169573528E-04    0.0000000000E+00
   -3.9037500000E+00    3.4231630796E-04    0.0000000000E+00
   -3.9015000000E+00    3.4293872677E-04    0.0000000000E+00
   -3.8992500000E+00    3.4356299946E-04    0.0000000000E+00
   -3.8970000000E+00    3.4418913380E-04    0.0000000000E+00
   -3.8947500000E+00    3.4481713761E-04    0.0000000000E+00
   -3.8925000000E+00    3.4544701875E-04    0.0000000000E+00
   -3.8902500000E+00    3.4607878514E-04    0.0000000000E+00
   -3.8880000000E+00    3.4671244470E-04    0.0000000000E+00
   -3.8857500000E+00    3.4734800545E-04    0.0000000000E+00
   -3.8835000000E+00    3.4798547541E-04    0.0000000000E+00
   -3.8812500000E+00    3.4862486266E-04    0.0000000000E+00
   -3.8790000000E+00    3.4926617532E-04    0.0000000000E+00
   -3.8767500000E+00    3.4990942157E-04    0.0000000000E+00
   -3.8745000000E+00    3.5055460961E-04    0.0000000000E+00
   -3.8722500000E+00    3.5120174770E-04    0.0000000000E+00
   -3.8700000000E+00    3.5185084415E-04    0.0000000000E+00
   -3.8677500000E+00    3.5250190730E-04    0.0000000000E+00
   -3.8655000000E+00    3.5315494555E-04    0.0000000000E+00
   -3.8632500000E+00    3.5380996734E-04    0.0000000000E+00
   -3.8610000000E+00    3.5446698116E-04    0.0000000000E+00
   -3.8587500000E+00    3.5512599554E-04    0.0000000000E+00
   -3.8565000000E+00    3.5578701906E-04    0.0000000000E+00
   -3.8542500000E+00    3.5645006036E-04    0.0000000000E+00
   -3.8520000000E+00    3.5711512810E-04    0.0000000000E+00
   -3.8497500000E+00    3.5778223102E-04    0.0000000000E+00
   -3.8475000000E+00    3.5845137790E-04    0.0000000000E+00
   -3.8452500000E+00    3.5912257754E-04    0.0000000000E+00
   -3.8430000000E+00    3.5979583884E-04    0.0000000000E+00
   -3.8407500000E+00    3.6047117070E-04    0.0000000000E+00
   -3.8385000000E+00    3.6114858210E-04    0.0000000000E+00
   -3.8362500000E+00    3.6182808207E-04    0.0000000000E+00
   -3.8340000000E+00    3.6250967967E-04    0.0000000000E+00
   -3.8317500000E+00    3.6319338403E-04    0.0000000000E+00
   -3.8295000000E+00    3.6387920432E-04    0.0000000000E+00
   -3.8272500000E+00    3.6456714978E-04    0.0000000000E+00
   -3.8250000000E+00    3.6525722967E-04    0.0000000000E+00
   -3.8227500000E+00    3.6594945334E-04    0.0000000000E+00
   -3.8205000000E+00    3.6664383016E-04    0.0000000000E+00
   -3.8182500000E+00    3.6734036958E-04    0.0000000000E+00
   -3.8160000000E+00    3.6803908108E-04    0.0000000000E+00
   -3.8137500000E+00    3.6873997420E-04    0.0000000000E+00
   -3.8115000000E+00    3.6944305856E-04    0.0000000000E+00
   -3.8092500000E+00    3.7014834379E-04    0.0000000000E+00
   -3.8070000000E+00    3.7085583961E-04    0.0000000000E+00
   -3.8047500000E+00    3.7156555578E-04    0.0000000000E+00
   -3.8025000000E+00    3.7227750213E-04    0.0000000000E+00
   -3.8002500000E+00    3.7299168852E-04    0.0000000000E+00
   -3.7980000000E+00    3.7370812489E-04    0.0000000000E+00
   -3.7957500000E+00    3.7442682123E-04    0.0000000000E+00
   -3.7935000000E+00    3.7514778758E-04    0.0000000000E+00
   -3.7912500000E+00    3.7587103405E-04    0.0000000000E+00
   -3.7890000000E+00    3.7659657080E-04    0.0000000000E+00
   -3.7867500000E+00    3.7732440806E-04    0.0000000000E+00
   -3.7845000000E+00    3.7805455609E-04    0.0000000000E+00
   -3.7822500000E+00    3.7878702525E-04    0.0000000000E+00
   -3.7800000000E+00    3.7952182593E-04    0.0000000000E+00
   -3.7777500000E+00    3.8025896859E-04    0.0000000000E+00
   -3.7755000000E+00    3.8099846374E-04    0.0000000000E+00
   -3.7732500000E+00    3.8174032198E-04    0.0000000000E+00
   -3.7710000000E+00    3.8248455394E-04    0.0000000000E+00
   -3.7687500000E+00    3.8323117033E-04    0.0000000000E+00
   -3.7665000000E+00    3.8398018192E-04    0.0000000000E+00
   -3.7642500000E+00    3.8473159953E-04    0.0000000000E+00
   -3.7620000000E+00    3.8548543406E-04    0.0000000000E+00
   -3.7597500000E+00    3.8624169647E-04    0.0000000000E+00
   -3.7575000000E+00    3.8700039777E-04    0.0000000000E+00
   -3.7552500000E+00    3.8776154905E-04    0.0000000000E+00
   -3.7530000000E+00    3.8852516147E-04    0.0000000000E+00
   -3.7507500000E+00    3.8929124624E-04    0.0000000000E+00
   -3.7485000000E+00    3.9005981464E-04    0.0000000000E+00
   -3.7462500000E+00    3.9083087803E-04    0.0000000000E+00
   -3.7440000000E+00    3.9160444782E-04    0.0000000000E+00
   -3.7417500000E+00    3.9238053549E-04    0.0000000000E+00
   -3.7395000000E+00    3.9315915259E-04    0.0000000000E+00
   -3.7372500000E+00    3.9394031075E-04    0.0000000000E+00
   -3.7350000000E+00    3.9472402166E-04    0.0000000000E+00
   -3.7327500000E+00    3.9551029707E-04    0.0000000000E+00
   -3.7305000000E+00    3.9629914882E-04    0.0000000000E+00
   -3.7282500000E+00    3.9709058880E-04    0.0000000000E+00
   -3.7260000000E+00    3.9788462898E-04    0.0000000000E+00
   -3.7237500000E+00    3.9868128141E-04    0.0000000000E+00
   -3.7215000000E+00    3.9948055821E-04    0.0000000000E+00
   -3.7192500000E+00    4.0028247155E-04    0.0000000000E+00
   -3.7170000000E+00    4.0108703370E-04    0.0000000000E+00
   -3.7147500000E+00    4.0189425700E-04    0.0000000000E+00
   -3.7125000000E+00    4.0270415385E-04    0.0000000000E+00
   -3.7102500000E+00    4.0351673673E-04    0.0000000000E+00
   -3.7080000000E+00    4.0433201820E-04    0.0000000000E+00
   -3.7057500000E+00    4.0515001090E-04    0.0000000000E+00
   -3.7035000000E+00    4.0597072754E-04    0.0000000000E+00
   -3.7012500000E+00    4.0679418091E-04    0.0000000000E+00
   -3.6990000000E+00    4.0762038387E-04    0.0000000000E+00
   -3.6967500000E+00    4.0844934937E-04    0.0000000000E+00
   -3.6945000000E+00    4.0928109042E-04    0.0000000000E+00
